Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
6,Davis,Sacramento Valley,6/7/2023,158,0.23, ,0.00, ,636, ,14.0, ,76.7, ,55.4, ,65.7, ,86, ,51, ,65, ,53.6, ,6.3, ,151.2, ,64.2, 
6,Davis,Sacramento Valley,6/8/2023,159,0.24, ,0.00, ,664, ,13.8, ,80.1, ,53.5, ,66.3, ,95, ,44, ,62, ,53.1, ,5.2, ,125.3, ,64.6, 
6,Davis,Sacramento Valley,6/9/2023,160,0.24, ,0.00, ,669, ,12.9, ,80.7, ,52.9, ,65.1, ,88, ,38, ,61, ,51.2, ,5.7, ,137.3, ,63.6, 
6,Davis,Sacramento Valley,6/10/2023,161,0.20, ,0.00, ,558, ,13.4, ,80.7, ,49.2, ,64.2, ,94, ,41, ,65, ,52.4, ,4.5, ,108.0, ,63.7, 
6,Davis,Sacramento Valley,6/11/2023,162,0.23, ,0.00, ,615, ,14.3, ,81.8, ,52.6, ,65.6, ,93, ,46, ,67, ,54.2, ,6.1, ,146.1, ,64.0, 
6,Davis,Sacramento Valley,6/12/2023,163,0.19, ,0.00, ,517, ,14.1, ,78.4, ,58.1, ,65.9, ,77, ,49, ,65, ,53.7, ,6.0, ,144.2, ,63.8, 
6,Davis,Sacramento Valley,6/13/2023,164,0.24, ,0.00, ,681, ,15.0, ,80.7, ,54.9, ,67.7, ,90, ,49, ,65, ,55.4, ,5.5, ,132.6, ,64.5, 
6,Davis,Sacramento Valley,6/14/2023,165,0.23, ,0.00, ,647, ,15.6, ,85.0, ,54.2, ,68.6, ,92, ,44, ,65, ,56.4, ,4.5, ,107.6, ,65.5, 
6,Davis,Sacramento Valley,6/15/2023,166,0.27, ,0.00, ,686, ,14.0, ,91.4, ,55.0, ,71.8, ,93, ,17, ,53, ,53.6, ,4.1, ,98.4, ,66.0, 
6,Davis,Sacramento Valley,6/16/2023,167,0.28, ,0.00, ,709, ,15.0, ,89.8, ,53.6, ,72.2, ,94, ,34, ,55, ,55.4, ,5.3, ,126.1, ,66.6, 
6,Davis,Sacramento Valley,6/17/2023,168,0.26, ,0.00, ,671, ,15.4, ,85.3, ,54.7, ,69.6, ,92, ,43, ,63, ,56.2, ,6.2, ,149.3, ,65.9, 
6,Davis,Sacramento Valley,6/18/2023,169,0.29, ,0.00, ,695, ,13.4, ,85.0, ,55.7, ,68.5, ,91, ,36, ,56, ,52.3, ,7.3, ,175.6, ,65.6, 
6,Davis,Sacramento Valley,6/19/2023,170,0.26, ,0.00, ,700, ,9.7, ,76.0, ,49.6, ,63.2, ,73, ,32, ,49, ,43.8, ,7.3, ,174.7, ,62.9, 
6,Davis,Sacramento Valley,6/20/2023,171,0.26, ,0.00, ,716, ,9.0, ,78.1, ,46.3, ,64.2, ,83, ,26, ,44, ,41.9, ,5.2, ,123.8, ,62.7, 
6,Davis,Sacramento Valley,6/21/2023,172,0.27, ,0.00, ,716, ,10.3, ,83.2, ,46.4, ,66.9, ,92, ,24, ,46, ,45.4, ,5.0, ,120.4, ,62.6, 
6,Davis,Sacramento Valley,6/22/2023,173,0.23, ,0.00, ,617, ,12.3, ,78.4, ,50.3, ,63.1, ,89, ,40, ,62, ,50.0, ,6.9, ,164.8, ,62.3,Y
6,Davis,Sacramento Valley,6/23/2023,174,0.25, ,0.00, ,695, ,12.6, ,78.6, ,52.7, ,64.3, ,83, ,41, ,61, ,50.7, ,6.5, ,156.7, ,62.2,Y
6,Davis,Sacramento Valley,6/24/2023,175,0.25, ,0.00, ,669, ,13.2, ,82.5, ,52.1, ,65.0, ,93, ,36, ,62, ,51.8, ,5.9, ,141.0, ,63.0,Y
6,Davis,Sacramento Valley,6/25/2023,176,0.24, ,0.00, ,702, ,13.5, ,78.0, ,52.9, ,63.8, ,91, ,46, ,67, ,52.6, ,6.1, ,147.3, ,63.2,Y
6,Davis,Sacramento Valley,6/26/2023,177,0.25, ,0.00, ,687, ,13.6, ,83.8, ,50.7, ,65.9, ,96, ,33, ,63, ,52.8, ,5.2, ,124.1, ,63.5,Y
6,Davis,Sacramento Valley,6/27/2023,178,0.24, ,0.00, ,687, ,14.6, ,84.3, ,52.7, ,67.1, ,96, ,39, ,64, ,54.7, ,4.4, ,105.7, ,64.5, 
6,Davis,Sacramento Valley,6/28/2023,179,0.26, ,0.00, ,683, ,15.2, ,86.6, ,53.3, ,68.7, ,94, ,42, ,64, ,55.8, ,4.7, ,113.7, ,65.6, 
6,Davis,Sacramento Valley,6/29/2023,180,0.27, ,0.00, ,690, ,17.1, ,94.3, ,53.1, ,74.5, ,93, ,36, ,59, ,59.0, ,4.1, ,97.3, ,67.1, 
6,Davis,Sacramento Valley,6/30/2023,181,0.28, ,0.00, ,686, ,17.1, ,100.1, ,57.1, ,79.7, ,90, ,27, ,49, ,59.1, ,3.3, ,79.5, ,69.5, 
6,Davis,Sacramento Valley,7/1/2023,182,0.30, ,0.00, ,693, ,17.3, ,104.4, ,59.6, ,84.1,Y,93, ,23, ,43,Y,59.3,Y,3.4, ,82.0, ,71.5, 
6,Davis,Sacramento Valley,7/2/2023,183,0.30, ,0.00, ,694, ,16.0, ,104.6, ,59.3, ,84.0,Y,88, ,20, ,40,Y,57.3,Y,3.7, ,89.7, ,72.4, 
6,Davis,Sacramento Valley,7/3/2023,184,0.30, ,0.00, ,692, ,15.1, ,95.5, ,58.8, ,75.9, ,85, ,29, ,49, ,55.5, ,5.4, ,129.3, ,71.4, 
6,Davis,Sacramento Valley,7/4/2023,185,0.26, ,0.00, ,694, ,14.5, ,87.7, ,53.2, ,69.6, ,94, ,38, ,59, ,54.5, ,4.8, ,114.9, ,69.6, 
6,Davis,Sacramento Valley,7/5/2023,186,0.26, ,0.00, ,689, ,14.6, ,84.7, ,53.6, ,67.9, ,91, ,44, ,63, ,54.7, ,5.7, ,137.2, ,68.6, 
6,Davis,Sacramento Valley,7/6/2023,187,0.25, ,0.00, ,699, ,14.7, ,82.7, ,51.5, ,66.4, ,94, ,45, ,66, ,54.9, ,5.5, ,131.2, ,67.9, 
6,Davis,Sacramento Valley,7/7/2023,188,0.25, ,0.00, ,684, ,14.7, ,82.4, ,54.3, ,67.0, ,94, ,45, ,65, ,54.9, ,5.9, ,142.2, ,68.1, 
6,Davis,Sacramento Valley,7/8/2023,189,0.26, ,0.00, ,696, ,13.7, ,83.3, ,51.4, ,66.2, ,93, ,42, ,62, ,52.9, ,5.8, ,138.8, ,67.8, 
6,Davis,Sacramento Valley,7/9/2023,190,0.24, ,0.00, ,707, ,13.3, ,78.0,Y,50.9, ,63.7, ,92, ,46, ,66, ,52.2, ,6.4, ,153.6, ,66.5,Y
6,Davis,Sacramento Valley,7/10/2023,191,0.25, ,0.00, ,706, ,14.4, ,88.1, ,49.9, ,69.2, ,95, ,30, ,59, ,54.2, ,3.9, ,92.5, ,67.5, 
6,Davis,Sacramento Valley,7/11/2023,192,0.27, ,0.00, ,702, ,14.5, ,94.3, ,54.4, ,74.9, ,95, ,19, ,49, ,54.6, ,3.4, ,81.5, ,69.1, 
6,Davis,Sacramento Valley,7/12/2023,193,0.27, ,0.00, ,704, ,14.9, ,90.7, ,55.7, ,72.1, ,87, ,27, ,55, ,55.2, ,4.9, ,117.1, ,68.4, 
6,Davis,Sacramento Valley,7/13/2023,194,0.26, ,0.00, ,676, ,16.5, ,93.7, ,55.0, ,74.1, ,95, ,32, ,57, ,58.0, ,3.8, ,91.8, ,69.2, 
6,Davis,Sacramento Valley,7/14/2023,195,0.28, ,0.00, ,687, ,17.1, ,100.0, ,57.2, ,78.6, ,94, ,25, ,51, ,59.0, ,3.5, ,85.0, ,70.7, 
6,Davis,Sacramento Valley,7/15/2023,196,0.28, ,0.00, ,690, ,18.3,Y,102.8, ,57.8, ,81.4, ,93, ,24, ,50,Y,61.0,Y,3.4, ,81.5, ,72.1, 
6,Davis,Sacramento Valley,7/16/2023,197,0.29, ,0.00, ,651, ,18.7,Y,103.4, ,62.4, ,83.6, ,92, ,25, ,48,Y,61.6,Y,4.1, ,99.3, ,73.2, 
6,Davis,Sacramento Valley,7/17/2023,198,0.29, ,0.00, ,628, ,17.0, ,96.9, ,64.7, ,80.6, ,75, ,29, ,48, ,59.0, ,6.1, ,145.5, ,72.7, 
6,Davis,Sacramento Valley,7/18/2023,199,0.27, ,0.00, ,677, ,15.8, ,89.6, ,58.7, ,74.6, ,86, ,34, ,54, ,56.9, ,5.8, ,138.6, ,71.1, 
6,Davis,Sacramento Valley,7/19/2023,200,0.25, ,0.00, ,677, ,16.4, ,91.0, ,54.7, ,72.0, ,94, ,32, ,61, ,58.0, ,4.2, ,101.3, ,70.1, 
6,Davis,Sacramento Valley,7/20/2023,201,0.27, ,0.00, ,677, ,15.8, ,97.7, ,52.7, ,76.4, ,95, ,24, ,51, ,56.9, ,3.6, ,86.7, ,70.1, 
6,Davis,Sacramento Valley,7/21/2023,202,0.28, ,0.00, ,669, ,18.2,Y,101.5, ,60.5, ,81.4, ,91, ,30, ,50,Y,60.7,Y,4.0, ,96.9, ,72.2, 
6,Davis,Sacramento Valley,7/22/2023,203,0.28, ,0.00, ,661, ,17.6, ,103.1, ,59.0, ,82.1, ,90, ,24, ,47, ,59.9, ,3.7, ,87.9, ,72.5, 
6,Davis,Sacramento Valley,7/23/2023,204,0.28, ,0.00, ,643, ,17.0, ,96.6, ,61.4, ,78.0, ,88, ,32, ,52, ,59.0, ,5.8, ,138.1, ,72.4, 
6,Davis,Sacramento Valley,7/24/2023,205,0.25, ,0.00, ,646, ,15.0, ,91.5, ,56.1, ,72.6, ,89, ,33, ,55, ,55.5, ,5.3, ,126.2, ,70.3, 
6,Davis,Sacramento Valley,7/25/2023,206,0.26, ,0.00, ,674, ,15.6, ,94.3, ,55.4, ,74.9, ,95, ,26, ,53, ,56.5, ,3.9, ,94.4, ,70.3, 
6,Davis,Sacramento Valley,7/26/2023,207,0.27, ,0.00, ,667, ,16.3, ,91.5, ,58.1, ,73.7, ,93, ,30, ,58, ,57.8, ,5.7, ,137.0, ,70.6, 
6,Davis,Sacramento Valley,7/27/2023,208,0.25, ,0.00, ,660, ,15.7, ,86.7, ,57.1, ,70.4, ,87, ,41, ,62, ,56.7, ,5.6, ,135.2, ,70.4, 
6,Davis,Sacramento Valley,7/28/2023,209,0.26, ,0.00, ,660, ,14.1, ,92.2, ,54.3, ,72.3, ,93, ,28, ,52, ,53.8, ,4.8, ,116.2, ,69.4, 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
